"Gene.Symbol","ID","GB_ACC","SPOT_ID","Species.Scientific.Name","Annotation.Date","Sequence.Type","Sequence.Source","Target.Description","Representative.Public.ID","Gene.Title","ENTREZ_GENE_ID","RefSeq.Transcript.ID","Gene.Ontology.Biological.Process","Gene.Ontology.Cellular.Component","Gene.Ontology.Molecular.Function","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID"
"RYR2","214044_at","BE968750","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BE968750 /DB_XREF=gi:10579455 /DB_XREF=601649921F1 /CLONE=IMAGE:3933773 /FEA=EST /CNT=36 /TID=Hs.332699.0 /TIER=Stack /STK=16 /UG=Hs.332699 /UG_TITLE=Homo sapiens ryanodine receptor 2 (cardiac) (RYR2), mRNA","BE968750","ryanodine receptor 2 (cardiac)","6262","NM_001035 /// XM_006711802 /// XM_006711803 /// XM_006711804 /// XM_006711805 /// XM_006711806 /// XM_006711807 /// XM_006711808 /// XM_006711809 /// XM_006711810","0001666 // response to hypoxia // inferred from sequence or structural similarity /// 0002027 // regulation of heart rate // inferred from mutant phenotype /// 0003143 // embryonic heart tube morphogenesis // inferred from sequence or structural similarity /// 0003220 // left ventricular cardiac muscle tissue morphogenesis // inferred from sequence or structural similarity /// 0003300 // cardiac muscle hypertrophy // inferred from sequence or structural similarity /// 0005513 // detection of calcium ion // inferred from direct assay /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006816 // calcium ion transport // inferred from direct assay /// 0006874 // cellular calcium ion homeostasis // inferred from sequence or structural similarity /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0010460 // positive regulation of heart rate // inferred from sequence or structural similarity /// 0010881 // regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion // inferred by curator /// 0010881 // regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion // inferred from sequence or structural similarity /// 0014808 // release of sequestered calcium ion into cytosol by sarcoplasmic reticulum // inferred from mutant phenotype /// 0014808 // release of sequestered calcium ion into cytosol by sarcoplasmic reticulum // inferred from sequence or structural similarity /// 0019722 // calcium-mediated signaling // inferred from sequence or structural similarity /// 0030509 // BMP signaling pathway // inferred from electronic annotation /// 0031000 // response to caffeine // inferred from direct assay /// 0034220 // ion transmembrane transport // traceable author statement /// 0035584 // calcium-mediated signaling using intracellular calcium source // inferred from direct assay /// 0051209 // release of sequestered calcium ion into cytosol // inferred from direct assay /// 0051209 // release of sequestered calcium ion into cytosol // inferred from sequence or structural similarity /// 0051284 // positive regulation of sequestering of calcium ion // inferred from direct assay /// 0051480 // cytosolic calcium ion homeostasis // inferred from sequence or structural similarity /// 0051775 // response to redox state // inferred from direct assay /// 0055085 // transmembrane transport // traceable author statement /// 0055117 // regulation of cardiac muscle contraction // inferred from mutant phenotype /// 0060048 // cardiac muscle contraction // inferred from mutant phenotype /// 0060070 // canonical Wnt signaling pathway // inferred from electronic annotation /// 0060401 // cytosolic calcium ion transport // inferred from electronic annotation /// 0060402 // calcium ion transport into cytosol // inferred from direct assay /// 0070296 // sarcoplasmic reticulum calcium ion transport // traceable author statement /// 0070588 // calcium ion transmembrane transport // inferred from electronic annotation /// 0071313 // cellular response to caffeine // inferred from direct assay /// 0071313 // cellular response to caffeine // inferred from sequence or structural similarity /// 0071872 // cellular response to epinephrine stimulus // traceable author statement /// 0072599 // establishment of protein localization to endoplasmic reticulum // inferred from direct assay /// 0086005 // ventricular cardiac muscle cell action potential // inferred from sequence or structural similarity /// 0086029 // Purkinje myocyte to ventricular cardiac muscle cell signaling // inferred from sequence or structural similarity /// 0086064 // cell communication by electrical coupling involved in cardiac conduction // inferred by curator /// 0086094 // positive regulation of ryanodine-sensitive calcium-release channel activity by adrenergic receptor signaling pathway involved in positive regulation of cardiac muscle contraction // inferred from sequence or structural similarity /// 0097050 // type B pancreatic cell apoptotic process // inferred from mutant phenotype /// 1901896 // positive regulation of calcium-transporting ATPase activity // inferred from direct assay","0005886 // plasma membrane // inferred from sequence or structural similarity /// 0014701 // junctional sarcoplasmic reticulum membrane // traceable author statement /// 0016020 // membrane // inferred from direct assay /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0016529 // sarcoplasmic reticulum // inferred from direct assay /// 0030017 // sarcomere // inferred from electronic annotation /// 0030018 // Z disc // inferred from sequence or structural similarity /// 0033017 // sarcoplasmic reticulum membrane // inferred from sequence or structural similarity /// 0033017 // sarcoplasmic reticulum membrane // traceable author statement /// 0034704 // calcium channel complex // inferred from direct assay /// 0043234 // protein complex // inferred from direct assay /// 0070062 // extracellular vesicular exosome // inferred from direct assay","0005216 // ion channel activity // inferred from electronic annotation /// 0005218 // intracellular ligand-gated calcium channel activity // inferred from sequence or structural similarity /// 0005219 // ryanodine-sensitive calcium-release channel activity // inferred from direct assay /// 0005262 // calcium channel activity // inferred from sequence or structural similarity /// 0005488 // binding // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005516 // calmodulin binding // inferred from mutant phenotype /// 0005516 // calmodulin binding // inferred from physical interaction /// 0005516 // calmodulin binding // inferred from sequence or structural similarity /// 0015278 // calcium-release channel activity // inferred from direct assay /// 0019899 // enzyme binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from electronic annotation /// 0034236 // protein kinase A catalytic subunit binding // inferred from direct assay /// 0034237 // protein kinase A regulatory subunit binding // inferred from direct assay /// 0042802 // identical protein binding // inferred from physical interaction /// 0043621 // protein self-association // inferred from electronic annotation /// 0043924 // suramin binding // inferred from mutant phenotype /// 0044325 // ion channel binding // inferred from sequence or structural similarity /// 0048763 // calcium-induced calcium release activity // inferred from direct assay",-1.84764777128131,2.74196879017041,-4.53225996882362,7.96652175288966e-05,0.0489404018920497,1.03902620675559,"6262"
"SEMA4C","46665_at","AI949392","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","Cluster Incl. AI949392:wq11a04.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2470926 /clone_end=3' /gb=AI949392 /gi=5741790 /ug=Hs.7188 /len=596","AI949392","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","54910","NM_017789 /// XM_006712606","0001843 // neural tube closure // inferred from sequence or structural similarity /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007399 // nervous system development // inferred from electronic annotation /// 0021535 // cell migration in hindbrain // inferred from sequence or structural similarity /// 0021549 // cerebellum development // inferred from electronic annotation /// 0030154 // cell differentiation // inferred from electronic annotation /// 0032874 // positive regulation of stress-activated MAPK cascade // inferred from direct assay /// 0042692 // muscle cell differentiation // inferred from direct assay /// 0071526 // semaphorin-plexin signaling pathway // inferred from sequence or structural similarity","0005615 // extracellular space // inferred from direct assay /// 0005886 // plasma membrane // inferred from electronic annotation /// 0014069 // postsynaptic density // inferred from sequence or structural similarity /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0030054 // cell junction // inferred from electronic annotation /// 0030672 // synaptic vesicle membrane // inferred from sequence or structural similarity /// 0031410 // cytoplasmic vesicle // inferred from electronic annotation /// 0045202 // synapse // inferred from electronic annotation /// 0045211 // postsynaptic membrane // inferred from electronic annotation","0004872 // receptor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation",-1.27366652368401,8.45562942612648,-5.94417316884778,1.36818317903825e-06,0.0126853840460491,5.30022634644209,"54910"
"SIGLEC17P","232686_at","AI801574","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AI801574 /DB_XREF=gi:5367046 /DB_XREF=to91c01.x1 /CLONE=IMAGE:2185632 /FEA=mRNA /CNT=5 /TID=Hs.132045.0 /TIER=ConsEnd /STK=2 /UG=Hs.132045 /UG_TITLE=Homo sapiens HSPC078 mRNA, partial cds","AI801574","sialic acid binding Ig-like lectin 17, pseudogene","284367","NR_002804 /// NR_047529 /// NR_047530 /// NR_047531","","","",-1.43147393773194,6.43936856344507,-5.68123242796583,2.91348600019278e-06,0.0198348809985557,4.55473026924571,"284367"
"SLAMF7","219159_s_at","NM_021181","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_021181.2 /DB_XREF=gi:12711663 /GEN=LOC57823 /FEA=FLmRNA /CNT=49 /TID=Hs.132906.0 /TIER=FL /STK=0 /UG=Hs.132906 /LL=57823 /DEF=Homo sapiens 19A24 protein (LOC57823), mRNA. /PROD=19A24 protein /FL=gb:NM_021181.2 gb:AF291815.1","NM_021181","SLAM family member 7","57823","NM_001282588 /// NM_001282589 /// NM_001282590 /// NM_001282591 /// NM_001282592 /// NM_001282593 /// NM_001282594 /// NM_001282595 /// NM_001282596 /// NM_021181 /// XM_005245386 /// XM_006711471","0007155 // cell adhesion // non-traceable author statement /// 0030101 // natural killer cell activation // non-traceable author statement /// 0032814 // regulation of natural killer cell activation // inferred from electronic annotation /// 0042267 // natural killer cell mediated cytotoxicity // non-traceable author statement","0005783 // endoplasmic reticulum // inferred from direct assay /// 0005886 // plasma membrane // inferred from electronic annotation /// 0009897 // external side of plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016020 // membrane // non-traceable author statement /// 0016021 // integral component of membrane // inferred from electronic annotation","0004872 // receptor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation",1.70701897819554,8.12307980547008,4.58406448195389,6.86982852730867e-05,0.0482541372979867,1.67471740722449,"57823"
"SORBS3","209253_at","AF037261","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AF037261.1 /DB_XREF=gi:3004947 /FEA=FLmRNA /CNT=124 /TID=Hs.33787.1 /TIER=FL+Stack /STK=46 /UG=Hs.33787 /LL=10174 /UG_GENE=SCAM-1 /DEF=Homo sapiens SH3-containing adaptor molecule-1 mRNA, complete cds. /PROD=SH3-containing adaptor molecule-1 /FL=gb:AF037261.1","AF037261","sorbin and SH3 domain containing 3","10174","NM_001018003 /// NM_005775 /// XM_005273370 /// XM_005273371 /// XM_006716266 /// XM_006716267 /// XM_006716268 /// XM_006716269 /// XM_006716270 /// XM_006716271 /// XR_428299","0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from electronic annotation /// 0006936 // muscle contraction // traceable author statement /// 0007015 // actin filament organization // inferred from electronic annotation /// 0007155 // cell adhesion // traceable author statement /// 0031589 // cell-substrate adhesion // inferred from electronic annotation /// 0043410 // positive regulation of MAPK cascade // inferred from electronic annotation /// 0051495 // positive regulation of cytoskeleton organization // non-traceable author statement /// 0051496 // positive regulation of stress fiber assembly // inferred from direct assay","0005634 // nucleus // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from electronic annotation /// 0005829 // cytosol // traceable author statement /// 0005856 // cytoskeleton // inferred from electronic annotation /// 0005925 // focal adhesion // inferred from direct assay /// 0030054 // cell junction // inferred from electronic annotation","0005200 // structural constituent of cytoskeleton // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from electronic annotation /// 0017166 // vinculin binding // inferred from physical interaction",-1.10607809251238,6.55345896507137,-4.51029629081301,8.48224531523227e-05,0.0490147523319028,1.4827164061955,"10174"
"STARD10","232322_x_at","D60944","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:D60944 /DB_XREF=gi:962583 /DB_XREF=HUM141D02B /CLONE=GEN-141D02 /FEA=mRNA /CNT=12 /TID=Hs.284134.0 /TIER=ConsEnd /STK=3 /UG=Hs.284134 /LL=10809 /UG_GENE=SDCCAG28 /UG_TITLE=serologically defined colon cancer antigen 28","D60944","StAR-related lipid transfer (START) domain containing 10","10809","NM_006645","0006810 // transport // inferred from electronic annotation /// 0006869 // lipid transport // inferred from electronic annotation","0005737 // cytoplasm // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0042995 // cell projection // inferred from electronic annotation","0005515 // protein binding // inferred from physical interaction /// 0008289 // lipid binding // inferred from electronic annotation",-0.909346020582015,6.49728705288627,-5.29227521710392,8.9460014168429e-06,0.025920461276264,3.53353184476033,"10809"
"STARD13","213103_at","AA128023","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AA128023 /DB_XREF=gi:1687303 /DB_XREF=zl14d03.s1 /CLONE=IMAGE:501893 /FEA=mRNA /CNT=74 /TID=Hs.13649.0 /TIER=Stack /STK=10 /UG=Hs.13649 /UG_TITLE=Novel human gene mapping to chomosome 13, similar to rat RhoGAP","AA128023","StAR-related lipid transfer (START) domain containing 13","90627","NM_001243466 /// NM_001243474 /// NM_001243476 /// NM_052851 /// NM_178006 /// NM_178007 /// NM_178008 /// XM_005266586 /// XM_006719888 /// XM_006719889","0007165 // signal transduction // inferred from electronic annotation /// 0007264 // small GTPase mediated signal transduction // traceable author statement /// 0043547 // positive regulation of GTPase activity // inferred from electronic annotation /// 0051056 // regulation of small GTPase mediated signal transduction // traceable author statement","0005622 // intracellular // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from electronic annotation /// 0005739 // mitochondrion // inferred from electronic annotation /// 0005811 // lipid particle // inferred from electronic annotation /// 0005829 // cytosol // traceable author statement /// 0016020 // membrane // inferred from electronic annotation /// 0031966 // mitochondrial membrane // inferred from electronic annotation","0005096 // GTPase activator activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008289 // lipid binding // inferred from electronic annotation",-1.75517595691073,3.52371562063983,-4.48127707673411,9.21459208155562e-05,0.049551216676068,1.10906650374073,"90627"
"STIP1","213330_s_at","BE886580","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BE886580 /DB_XREF=gi:10341010 /DB_XREF=601509325F1 /CLONE=IMAGE:3910566 /FEA=EST /CNT=46 /TID=Hs.75612.1 /TIER=Stack /STK=11 /UG=Hs.75612 /LL=10963 /UG_GENE=STIP1 /UG_TITLE=stress-induced-phosphoprotein 1 (Hsp70Hsp90-organizing protein)","BE886580","stress-induced phosphoprotein 1","10963","NM_001282652 /// NM_001282653 /// NM_006819","0006950 // response to stress // traceable author statement","0005634 // nucleus // traceable author statement /// 0005737 // cytoplasm // inferred from electronic annotation /// 0005794 // Golgi apparatus // traceable author statement /// 0043234 // protein complex // inferred from electronic annotation","0005515 // protein binding // inferred from physical interaction /// 0008022 // protein C-terminus binding // inferred from electronic annotation /// 0030544 // Hsp70 protein binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0051087 // chaperone binding // inferred from electronic annotation",0.991269627902398,6.50122863491284,4.78586432901951,3.85119177868411e-05,0.0442635642238121,2.18333183592037,"10963"
"TARDBP","200020_at","NM_007375","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_007375.1 /DB_XREF=gi:6678270 /GEN=TARDBP /FEA=FLmRNA /CNT=373 /TID=Hs.193989.0 /TIER=FL+Stack /STK=155 /UG=Hs.193989 /LL=23435 /DEF=Homo sapiens TAR DNA binding protein (TARDBP), mRNA. /PROD=TAR DNA binding protein /FL=gb:AL050265.1 gb:NM_007375.1 gb:U23731.1","NM_007375","TAR DNA binding protein","23435","NM_007375","0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006366 // transcription from RNA polymerase II promoter // traceable author statement /// 0006397 // mRNA processing // inferred from electronic annotation /// 0008219 // cell death // inferred from electronic annotation /// 0008380 // RNA splicing // inferred from direct assay /// 0043922 // negative regulation by host of viral transcription // inferred from direct assay /// 0070935 // 3'-UTR-mediated mRNA stabilization // inferred from direct assay","0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003690 // double-stranded DNA binding // inferred from direct assay /// 0003700 // sequence-specific DNA binding transcription factor activity // traceable author statement /// 0003723 // RNA binding // inferred from direct assay /// 0003730 // mRNA 3'-UTR binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0042802 // identical protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay",0.87562273864758,10.8855115035181,4.50165992575422,8.69396286378036e-05,0.0490147523319028,1.43189365998308,"23435"
"TNK1","205793_x_at","NM_003985","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_003985.1 /DB_XREF=gi:4507610 /GEN=TNK1 /FEA=FLmRNA /CNT=25 /TID=Hs.203420.0 /TIER=FL+Stack /STK=15 /UG=Hs.203420 /LL=8711 /DEF=Homo sapiens tyrosine kinase, non-receptor, 1 (TNK1), mRNA. /PROD=tyrosine kinase, non-receptor, 1 /FL=gb:NM_003985.1 gb:U43408.1","NM_003985","tyrosine kinase, non-receptor, 1","8711","NM_001251902 /// NM_003985","0006468 // protein phosphorylation // traceable author statement /// 0007165 // signal transduction // traceable author statement /// 0016310 // phosphorylation // inferred from electronic annotation /// 0018108 // peptidyl-tyrosine phosphorylation // inferred from direct assay /// 0018108 // peptidyl-tyrosine phosphorylation // inferred from electronic annotation /// 0018108 // peptidyl-tyrosine phosphorylation // traceable author statement /// 0030308 // negative regulation of cell growth // inferred from electronic annotation /// 0046580 // negative regulation of Ras protein signal transduction // inferred from electronic annotation /// 0046777 // protein autophosphorylation // inferred from direct assay","0005737 // cytoplasm // inferred from direct assay /// 0005829 // cytosol // inferred from electronic annotation /// 0016020 // membrane // inferred from direct assay /// 0030054 // cell junction // inferred from direct assay","0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from direct assay /// 0004715 // non-membrane spanning protein tyrosine kinase activity // non-traceable author statement /// 0004871 // signal transducer activity // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from direct assay /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation",-1.13619307656024,5.21415804466068,-4.57245005003108,7.10190722186094e-05,0.0482541372979867,1.60469505263611,"8711"
"TP53TG1","210886_x_at","AB007457","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AB007457.1 /DB_XREF=gi:5006270 /GEN=P53TG1 /FEA=FLmRNA /CNT=2 /TID=Hs.274329.2 /TIER=FL /STK=0 /UG=Hs.274329 /LL=11257 /DEF=Homo sapiens mRNA for P53TG1-C, complete cds. /PROD=P53TG1-C /FL=gb:AB007457.1","AB007457","TP53 target 1 (non-protein coding)","11257","NM_007233 /// NR_015381","0006950 // response to stress // traceable author statement /// 0006974 // cellular response to DNA damage stimulus // non-traceable author statement","","",-0.766301784942492,6.8619013375723,-5.0855556345362,1.62451983631785e-05,0.0328965266854366,2.99632064387996,"11257"
"TRIM25","224806_at","BE563152","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BE563152 /DB_XREF=gi:9806872 /DB_XREF=601335782F1 /CLONE=IMAGE:3689444 /FEA=mRNA /CNT=138 /TID=Hs.10362.0 /TIER=Stack /STK=47 /UG=Hs.10362 /UG_TITLE=Homo sapiens cDNA: FLJ20944 fis, clone ADSE01780","BE563152","tripartite motif containing 25","7706","NM_005082","0002376 // immune system process // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // traceable author statement /// 0016032 // viral process // inferred from electronic annotation /// 0016567 // protein ubiquitination // inferred from electronic annotation /// 0019048 // modulation by virus of host morphology or physiology // inferred from electronic annotation /// 0032480 // negative regulation of type I interferon production // traceable author statement /// 0033280 // response to vitamin D // inferred from electronic annotation /// 0043123 // positive regulation of I-kappaB kinase/NF-kappaB signaling // inferred from direct assay /// 0043627 // response to estrogen // inferred from electronic annotation /// 0045087 // innate immune response // inferred from direct assay /// 0045087 // innate immune response // traceable author statement /// 0046596 // regulation of viral entry into host cell // inferred from direct assay /// 0051091 // positive regulation of sequence-specific DNA binding transcription factor activity // inferred from mutant phenotype /// 0051092 // positive regulation of NF-kappaB transcription factor activity // inferred from mutant phenotype /// 0051607 // defense response to virus // inferred from electronic annotation /// 1902186 // regulation of viral release from host cell // inferred from mutant phenotype","0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay /// 0005737 // cytoplasm // inferred from direct assay /// 0005829 // cytosol // traceable author statement /// 0030054 // cell junction // inferred from direct assay","0003700 // sequence-specific DNA binding transcription factor activity // traceable author statement /// 0004842 // ubiquitin-protein transferase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0016881 // acid-amino acid ligase activity // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation",0.988746254660105,11.0174609279344,4.74027976943355,4.39004458697909e-05,0.0442635642238121,2.07010120663285,"7706"
"TXLNA","212300_at","AL049795","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AL049795 /DB_XREF=gi:6010175 /FEA=mRNA /CNT=160 /TID=Hs.83004.0 /TIER=Stack /STK=87 /UG=Hs.83004 /LL=3599 /UG_GENE=IL14 /UG_TITLE=interleukin 14 /DEF=Human DNA sequence from clone RP4-622L5 on chromosome 1p34.2-36.11. Contains the gene for importin alpha 7 (karyopherin), up to six novel genes and the 5 end of the EIF3S2 gene for eukaryotic translation initiation factor 3 beta. Contains ESTs, S...","AL049795","taxilin alpha","200081","NM_175852 /// XM_005270594 /// XM_006710424","0006887 // exocytosis // inferred from electronic annotation /// 0008283 // cell proliferation // non-traceable author statement /// 0042113 // B cell activation // inferred from electronic annotation","0005576 // extracellular region // non-traceable author statement /// 0005737 // cytoplasm // inferred from direct assay /// 0016020 // membrane // inferred from direct assay","0005125 // cytokine activity // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0019905 // syntaxin binding // inferred from electronic annotation /// 0030372 // high molecular weight B cell growth factor receptor binding // non-traceable author statement",0.92264419071173,7.15100548559653,5.32104467168296,8.23309031729904e-06,0.025920461276264,3.60794075172117,"200081"
"VSIG2","229369_at","AI201858","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AI201858 /DB_XREF=gi:3754464 /DB_XREF=qs76h03.x1 /CLONE=IMAGE:1944053 /FEA=mRNA /CNT=19 /TID=Hs.112377.0 /TIER=Stack /STK=8 /UG=Hs.112377 /LL=23584 /UG_GENE=CTXL /UG_TITLE=cortic al thymocyte receptor (X. laevis CTX) like","AI201858","V-set and immunoglobulin domain containing 2","23584","NM_014312 /// XM_006718806 /// XR_428973","","0005887 // integral component of plasma membrane // traceable author statement /// 0016020 // membrane // traceable author statement /// 0016021 // integral component of membrane // inferred from electronic annotation","0005515 // protein binding // inferred from electronic annotation",-1.4330649675162,3.93130754581342,-4.56581735878369,7.23790713617225e-05,0.0482541372979867,1.37350132901455,"23584"
"VWA5A","210102_at","BC001234","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:BC001234.1 /DB_XREF=gi:12654782 /FEA=FLmRNA /CNT=19 /TID=Hs.152944.1 /TIER=FL+Stack /STK=11 /UG=Hs.152944 /LL=4013 /UG_GENE=LOH11CR2A /DEF=Homo sapiens, Similar to loss of heterozygosity, 11, chromosomal region 2, gene A, clone MGC:4904, mRNA, complete cds. /PROD=Similar to loss of heterozygosity, 11,chromosomal region 2, gene A /FL=gb:BC001234.1","BC001234","von Willebrand factor A domain containing 5A","4013","NM_001130142 /// NM_014622 /// NM_198315","","0005634 // nucleus // inferred from direct assay","",0.836513737594423,7.35853964787534,4.60188845674676,6.52820332494943e-05,0.0482541372979867,1.72191909836218,"4013"
"ZFP36L1","211962_s_at","BG250310","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BG250310 /DB_XREF=gi:12760126 /DB_XREF=602362443F1 /CLONE=IMAGE:4470898 /FEA=mRNA /CNT=387 /TID=Hs.85155.0 /TIER=Stack /STK=10 /UG=Hs.85155 /LL=677 /UG_GENE=BRF1 /UG_TITLE=butyrate response factor 1 (EGF-response factor 1)","BG250310","ZFP36 ring finger protein-like 1","677","NM_001244698 /// NM_001244701 /// NM_004926","0000288 // nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay // inferred from electronic annotation /// 0001570 // vasculogenesis // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // non-traceable author statement /// 0006417 // regulation of translation // inferred from electronic annotation /// 0010467 // gene expression // traceable author statement /// 0016070 // RNA metabolic process // traceable author statement /// 0016071 // mRNA metabolic process // traceable author statement /// 0033077 // T cell differentiation in thymus // inferred from electronic annotation /// 0043488 // regulation of mRNA stability // inferred from direct assay","0005634 // nucleus // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from electronic annotation /// 0005829 // cytosol // traceable author statement","0003677 // DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // non-traceable author statement /// 0003729 // mRNA binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation",-1.03336426795419,10.4856044840675,-4.93142218379893,2.53335799101027e-05,0.0395746709024247,2.58325943465043,"677"
"ZNF165","206683_at","NM_003447","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_003447.1 /DB_XREF=gi:4508000 /GEN=ZNF165 /FEA=FLmRNA /CNT=13 /TID=Hs.55481.0 /TIER=FL /STK=0 /UG=Hs.55481 /LL=7718 /DEF=Homo sapiens zinc finger protein 165 (ZNF165), mRNA. /PROD=zinc finger protein 165 /FL=gb:NM_003447.1 gb:U78722.1","NM_003447","zinc finger protein 165","7718","NM_003447 /// XM_005249371 /// XM_005249372 /// XM_005249373 /// XM_006715179","0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation","0005634 // nucleus // inferred from electronic annotation","0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0046872 // metal ion binding // inferred from electronic annotation",-2.08678531615524,2.89996172131876,-5.3520626034128,7.52799618975056e-06,0.025920461276264,2.91912980122097,"7718"
"ZNF365","206448_at","NM_014951","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_014951.1 /DB_XREF=gi:7662331 /GEN=KIAA0844 /FEA=FLmRNA /CNT=15 /TID=Hs.22653.0 /TIER=FL /STK=5 /UG=Hs.22653 /LL=22891 /DEF=Homo sapiens KIAA0844 protein (KIAA0844), mRNA. /PROD=KIAA0844 protein /FL=gb:NM_014951.1 gb:AB020651.1","NM_014951","zinc finger protein 365","22891","NM_014951 /// NM_199450 /// NM_199451 /// NM_199452","","0005737 // cytoplasm // inferred from electronic annotation /// 0005815 // microtubule organizing center // inferred from electronic annotation /// 0005856 // cytoskeleton // inferred from electronic annotation","0005515 // protein binding // inferred from physical interaction",-0.939721843436601,5.52045315216456,-4.76365031138103,4.10503403095866e-05,0.0442635642238121,2.11137654114116,"22891"
